essay,topic,source,leadership,initiative,growth,motivation,values
"The use of technology like this has many benefits. It can be used in class or at home, it can even be used at a doctors office. Technology like this can even help teachers teach better. Technology like this can help teachers teach more effectively.

FACS can be a very important piece of technology. For use in classrooms, teachers can tell if you are confused and help you more. They can also tell if you aren't paying attention and they could help you stay on task. In paragraph 6

Dr. Huang is quoted saying

""A classroom computer could recognize when a student is becoming confused or bored,...Then it could modify the lesson"". As a student I have seen many students including myself get distracted in class. This can also tell if a student is interested in a subject.

FACS can also be used outside of class if needed it can be used at home. Your t.v. could recommend shows or movies based on how you feel. Or on a gaming system to pick games for you. In paragraph 6 it said ""for example, if you smile when Web ad appears on your screen. a similar ad might follow"". This could make internet easier.

Although you might think this technology maybe invading privacy and might be incorrect at times, it has more benefits. No on eshould fully depend on it. It could be used to help treat you at a doctors office. FACS can tell if something is really painful and how you're feeling mentally.

This technology should be in every classroom in the future. It should also be used by every teacher. Doctors might also get a lot of help using FACS. And you might also get it in your home sometime.",Facial action coding system,asap,1.0,2.0,2.0,3.0,2.0
"The ""Face on Mars"" is believed to be a face of an alien that landed on the moon. NASA has a conspiracy that is a natural landform that is coincidental. it looks very much like a face, but is there any way it can be an alien?

In the article, it says that the head was two miles end to end. We all know it is not humanly possible to be a human face, humans find it hard to run two miles, not have a two mile sized head. So, that leaves the only answer to be an aliens' head. If that were the case, then the rover on mars would be able to see at least one alien, and help us prove that there are such thing as aliens, but since there is no evidence, we have no reason to believe it isn't a natural landform.

There are many other reasons why we should believe the ""Face"" is a natural landform, one being the scientists are telling us they are! In the article they say ""many anxious web surfers waited until the the first image appeared on a JPL web site, revealing... a natural landform."" Scientists have told us many of times that it is a natural landform, and they are very well educated people, that have studied this for quite a while. People who say ""it is a martians' face"" are speaking nonsense, they probably dont even have a college degree. Humans tend to make assumptions that are based off of idiotical thoughts.

There are many other reasons why people should believe the scientists who are telling us that it is a natural landform. I hope people start to realize that it is impossible to be a face, and open up to new ideas.",The Face on Mars,asap,1.0,2.0,2.0,2.0,2.0
"In this article about the new technology being used on the painting of Mona Lisa the audience learns about what this new technology is really about. The first sentence of the first paragraph the author states ""she's 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry."" Since the author begins this article with the percentages of Mona Lisa's emotions, we know that this is going to be about reading someones emotions, not only Mona Lisa's.

Further into the article we read about this technology being in computers and recognizing facial expressions. To have a computer be able to even calculate ones expression, the computer must construct a 3-D model of the face electronically. Imagine sitting infront of your own computer while having it read what you're feeling! This advanced technology is more than what we think. The technology actually improves lessons in school, based on an individuals expression.

To have this technology in a classroom, it would be highly beneficial to students and even teachers. The benefits a student would be receiving are improved grades, lesson plans that are interesting, being more focused, and having more benefits with learning than what a teacher could give. Improving grades can be hard and that could very well be because a student is just not able to pay attention to the lesson due to how boring or confusing it may be. In the article the author says ""a classroom computer could recognize when a student is becoming confused or bored...then it could modify the lesson, like an effective human instructor."" Using this to help determine a better lesson plan for the student is great because it will make them more focused along with being interested in their learning plan. This can lead to the student knowing what they are doing on their homeowork which also leads to better grades.

Some may disagree with the opionion of having this technology used in classrooms. Others may say that no matter the lesson, the student could just simply be tired or un-interested in learning. If a student is either of those, they could very well not have a benefit to this technology. However, it is more likely that a bigger percentage of students woud have a positive outcome while having this advanced technology in the classrooms.

Those who believe that this computer technology is not valued in classrooms could think that the software might not work effectivley. When saying this, I am saying that those people may think that the technology won't really read a students expression correctly. The creators of the software could possibly not have all of this technology figured out 100 percent. Although that could be the case, we should focus on whether the students believe they are being benefitted while using it.

There will always be one opinion or the other. However, reading this article makes me believe that having this technology in classrooms would be highly beneficial to students. Getting good grades is a big part of actually being able to enjoy or understand your lesson. While having better lessons, you will most likely have better grades. Teachers possibly can not benefit the students in the way this new technology could with lesson plans and maybe more. That is why most people should believe that having the expression reading computer technology in classrooms is good for the students in more ways than one.",Facial action coding system,asap,2.0,2.0,3.0,3.0,3.0
"Imagine flinging yourself eight feet straight up into the sky with every intention of plummeting back down to Earth. This is what I do every spring as a pole-vaulter. I joined track when I was a junior, for the second year. The year prior, I had participated in long jump and triple jump, neither of which I was passionate about. I felt as though the other athletes in the event had an advantage because they had been jumping for several years, whereas I had only just begun. They, naturally, received more attention and training from the coaches, and improved terrifically because of it. I, on the other hand, received little to no training because I was not the one the coaches believed would win the meets. I did not enjoy feeling unusable, so I decided to find an event where I could have fun and actually participate in meets. Pole-vaulting is not a popular event in track at my school; there are maybe five or six girls participating per year. It looked very interesting and potentially fun, so I decided to try it. Because there were so few participants, I thought that I would get the most individual training from the coaches, and therefore have the best chance of succeeding. I was extremely intimidated by the thought of flinging myself into the air, supported only by a thin pole, only one inch in diameter. The returning vaulters attempted to teach me the misleadingly complex stages. As you count your steps according to a pre-set rhythm, you must simultaneously position your pole with a spot on your body in accordance to the stage you are on. For example, at stage three, your pole should be near the middle of your stomach and your right hand should be in the process of lifting the pole towards your ear. If you lower the pole too early, you will lose momentum and will not be able to go as high. If you lower the pole too late, you risk missing the metal base at the end of the runway where you stabilize your pole and flinging yourself backwards onto the runway. I know from experience that it is extremely painful. I had a very difficult time mastering these steps. I would consistently almost fly into the metal side poles because I was so afraid of pole-vaulting at full speed. You need a great deal of momentum to fly straight, so you have to sprint down the runway as fast as you could. I was very fearful about this because I felt as though I would simply fall over and land flat on my face. I did not conquer this fear until the season was half over and the championship meets were beginning. I was placed on the Junior Varsity team because I could only get over very low heights. My record after the JV Championship meet was a mere six feet, the height at which most meets begin. I was disappointed that I could not do any better. I told myself that I had to overcome the fear of pole-vaulting at full speed because I would not be able to go any higher if I continued to let fear control my performance. I knew my game was completely mental and I had to change the way I thought about competing in order to do well. Running slowly would not help me succeed. It could, in fact, injure me quite severely. I realized to pole vault well, I had to attack the vault. I had to sprint as fast as I could, shove my pole down into the ground with as much force as possible, and kick my legs into the air as hard as I could in order to do well. The next week, at the Varsity Championship trial meet, I flew over eight feet, high enough to qualify for the State Championship meet. I was beyond excited because I had never participated in a State's meet, nor had I ever done well in an athletic event. I was very proud because I had earned that spot in the State's meet entirely on my own. I did not break my record of eight feet at the Varsity Championship, but that did not matter to me. I had overcome my fear and had become a decent pole-vaulter. I plan to break my record this upcoming season and hopefully qualify for the State Championship meet one last time. I work through problems in life by changing my mindset because I realize that though I cannot change the situation, I can change the way I look at it. I do not mope about hardships because I know that solving the problem will give me much more satisfaction than giving up. My grandmother, a refugee from Vietnam who became a self-made millionaire, taught me that I could do or be anything as long as I put a sufficient amount of work into reaching my goals. I try to apply this work ethic to everything I do, from schoolwork to paid work to personal or social problems. I believe that being successful is based almost entirely on what you believe you are able to and how much work you are willing to put in to achieving your dreams.",unknown,essayforum,4.0,5.0,5.0,5.0,5.0
"Back and Forth. And, back and forth. And back again. I stood watching the ball go back and forth over the net, and occasionally out. The ball would then be retrieved and passed back to the server for the back and forth ritual to begin again, until I called ""out."" That was my job; I was the ""out"" person, the lines judge at the Special Olympics Tennis Tournament. Once the match was over, the court was cleared and a new set of players would begin. Because I had line judged on some many courts, every player blurred together in my memory, except for one. She was 5'4, lanky, with blonde hair, and a sweet smile. Her name was Hillary, which she told me repeatedly throughout the match. It was not her tennis ability that inspired me, she was no Serena Williams. In fact she was just the opposite; her serves would float across the net, her ground strokes resembled lobs, and her net game was non-existent. However, she had a quality that most tennis players do not possess. When most tennis players are down in game score they mentally quit the match; they quit running down balls and their ground strokes get weaker. When Hillary was down in game score she continued to play her hardest. She would jog in place energetically at the baseline waiting for a serve, chase down every ball even though they were beyond her reach, and run to get a ball if she hit it into a net. Hillary lost, but when it came time to shake hands, she walked up to the net with a proud smile on her face. It took me awhile to realize why she was smiling, but then I realized it was because she gave the match her all. Hillary had played the best tennis she was capable of playing and in life that is all that is asked of her; that is all that is asked of me. I learned in the face of adversity all that is asked of me is to try my hardest, and live in the moment. Carpe Diem.",unknown,essayforum,2.0,3.0,4.0,4.0,5.0
"The moment of reckoning had come, and I was proud of my choice. I had just told my parents that I wanted to become a pharmacist. My parents were not surprised at all, and they began to give their full material and emotional support. They knew why I hoped to become a pharmacist. I had an aunt whom I loved very much. She died when I was ten years old. My aunt battled five different kinds of cancer, including breast cancer, for 20 years. She left us early, but I learned a lot from her. She devoted her life to helping the poor and ill. Also she donated her whole body to a medical school for cancer research before she died. She wanted to help other people plagued by the disease. My aunt's selflessness inspired me; since then, my elder sister and I agonized over what we could do for others like our aunt. Every day, we went to the public library in my hometown and read cross-disciplinary books. I promised my sister that I would use my knowledge to help others in the future. My sister studied biology at her university and now works at a laboratory. She hopes that her research will contribute to society and seems perfectly happy. She is a role model for me. After studying chemistry at the university, I wanted to become a pharmacist and contribute to saving sick people. I lost my beloved aunt because of cancer, and I hoped that others would not suffer the same thing. To become a pharmacist, I chose to major in chemistry, as it is the most important subject as well as the most fundamental material. My parents told me that chemistry is certainly difficult to learn, but, after with standing all hardships, I could achieve my goal. When I was 20 years old, I worked at a small company that sold many kinds of herbal medicines in Korea. My role at this company was to counsel people who wanted to buy an herbal medicine and send the proper product to them. I loved my job because I could interact with people from all walks of life and I thought that I was protecting my customers' health. When I asked about their problems and paid attention to them, I felt like a pharmacist. Furthermore, my customers sometimes told me that they improved their health by using the herbal medicine that I recommended, and I felt so happy. I wanted to learn about the chemical structure and ingredients of the medicine as well as the basic effects of the medicine in college. In other words, I wanted to help sick people as an expert. University of California is the best place to study chemistry in depth. University of California is a leading educational institution blessed with the staff, departments, and programs to suit the demands of the 21th century. I want to major in chemistry and become a well-prepared pharmacist. In 2008, I came to the U.S.A. to study. When I was taking chemistry at Santa Monica College, I was enamored with chemistry. In the chemistry laboratory, I conducted an experiment to find the more effective of two antacids. I will not forget this experiment because I derived pleasure from the process of finding the basic structure of the medicines. Despite having a tremendous amount of works and exams, I never lost my smile. In college, I want to study chemistry in depth and help make my dream come true. My only dream is to help people around me like my aunt and sister through the knowledge that I will learn in college. When I was 9 years old, I wanted to have a hobby that I could share with my friends. I asked my mother to buy me a violin, and I joined the orchestra in my school. I belonged to my school orchestra from the age of 9 to the age of 17, and I joined an amateur orchestra when I was 17. Through this activity, I learned how to take up a challenge and how to cooperate with group members. When I practiced playing easy songs, I felt that I went around in circles, but practicing complicated and difficult songs made me improve. I think that people cannot develop without challenging themselves. The most important part of the orchestra was the cooperation between members. I learned how to build relationships with the other members in my orchestra. I tried to listen to my friends' sounds and play in perfect harmony. What I learned in the orchestra had a good effect on my life. I have thought that all successful people have a tenacious and hard-working personality in common.",unknown,essayforum,2.0,4.0,4.0,5.0,5.0
"After Luke Bomberger graduation, he had two jobs he worked ar a grocery store and a bank. so when his friend ask him to go to europe on a cattle boat. in the passage luke said that he could not say no. It also includes that it was an opportuity of a lifetime.

In the passage i said that unrra hired ""Seagoing Cowboys'' to take care of horeses, young cows, and mules that were shiped overseas. and Luke and Don sighned up. I think luke sighned up because he was helping out on his aunt farm. So he knew alot about helping with animals.

I think that Luke and Don had a good reason to join that program.

Why i think that because they get to see alot of different things they never seen before. Also in the passage is states that Luke also found time to have fun on board, especially on return trips after the animals had been uploaded. He said being a seagoing cowboy was much more than an adventure for Luke. It opened up the world to him. He says "" i'm gratefull for the opportunity.""","""A Cowboy Who Rode the Waves""",asap,1.0,2.0,1.0,2.0,2.0
"The author thinks that studying Venus is a great opportunity because Venus is one of our neighbor planets, and we have many things in common. One of the andvantages he mentions is that ""Venus can sometimes be our nearest option for a planetary visit"" because he knows that space travel takes a lot time, and we have to take the chaces we get to do it. He also explains to us that Venus is similar to earth, for example, it has familiar features like the surface, valleys, mountains and crates. Venus also has one of the hottests planet temperature in the solar system. All of this tell us that even though is a little dangerous, and sometimes there can be hostile conditions that it's worth it because we have created solutions.The author says that NASA came up with a way that humans could possible go there, and not be in harms way. The idea that they came up with was to have some kind of ""blimp-like vehicle"" that could hover or float above

the frey so that humans get harmed. Lastly we can see that the things that we could discover from Venus could probably benefit our planet since Venus is similar to it.",Exploring Venus,asap,1.0,2.0,2.0,3.0,2.0
"""We had to move where?!"" I shrieked, as I heard my parents tell me that we were moving to North Carolina; it was certainly not a response that my parents had expected. But in that instant I knew I was living in a true nightmare. I had resided in the sunny southern chunk of California for 9 years and the state of North Carolina was about as distant to me as Alaska. I had never heard of any madly significant things about North Carolina before; I only thought of it as a drive by state that most neglect. I didn't want to leave my friends and move to a place where I knew no one. Nevertheless, my parents had made their decision and despite my continuous efforts of begging them not to, we had to move. We got in our white Toyota minivan one breezy December morning, preparing to drive cross country for our move; I wasn't even slightly excited. My enthusiastic elementary-aged sister made jokes as we passed by the midwest and I remained as sullen as I was when I first heard the depressing news. As the west coast started disappearing and the states grew smaller and denser, I found myself feeling more apprehensive. I had nonsensical what-ifs in my mind; what if I forgot how to talk, what if I made no friends, what if I hated the place where we lived? The whole process of moving was challenging for me, a spoiled, timid 7th grade girl who only wanted the comforts in life and could not stand difficulties of any kind. But, as the move from the sunny California suburbs to the humid rurality of North Carolina was sealed, I had to deal with it. It was my parents' decision and we had arrived in North Carolina; there was nothing else I could do. In addition to the horrendous move, our living area changed drastically. We were going to be living in a hotel so my dad could do his hotel-managing job in relative proximity. I started school and was surprised by the weird dialects and the y'all's and aint's. North Carolina and its people were so unfamiliar. Where in California, a Starbucks and a mega-mall were just around the corner, in North Carolina, we had to drive 30 minutes for the nearest Walmart. There were dry mountains and valleys in California and flat, tree-filled areas here. It took me by extreme astonishment that a single country had two entirely different coasts. Though it took a while for me to come out of my culture shock and start making friends, I realized that I liked this small state on the East Coast better than California. Why, you may ask? In retrospect, I learned that I needed this move; this didn't become apparent to me overnight. Over the next five years, I realized that moving here had helped me grow more accustomed to the little issues in life I may not have been used to in California. I got everything I wanted there: Disneyland and the beach were two hours away, and mega-malls were merely 15 minutes away. A move to the down-to-earth state of North Carolina was exactly what I needed for my privileged urban brain; I learned that you can't always get what you want. The move helped me learn that I shouldn't be afraid of trying something new because sometimes the most initially unexpected and unpleasant things become the most positive events of your life. I learned how to take care of my younger sister when my parents went to work and I became more responsible. Most importantly, I found that changes aren't something I should be scared of, it should be something I should embrace and prepare for, because life is all about changes, and college is my next big change.",unknown,essayforum,1.0,2.0,5.0,3.0,4.0
"As the leaves began to turn in the fall of 2005, my reality changed with them. On a cool October morning, I sat at the breakfast table watching my sister's tears stream down her face. She pushed her chair back to run away and I followed her stride, but I did not know why. What had my parents said that had made her so upset? Simultaneously, in Morristown, New Jersey, a mere 90 miles from my house, my father's girlfriend watched the leaves fall while rubbing her growing stomach after a kick from my soon-to-be half brother. In March, when the leaves began to grow back, I was excited for Stijn's birth. A naive child, I was oblivious to the fact that the baby growing inside my new mom's belly was the product of my father's infidelity. I did not think my parents could make mistakes. They had always been there to protect me. They knew the answer to every question. They had always seemed like superheroes. Over time, I began to realize the significance of that October morning like my sister had. I understood the mistakes that my father had made and the hearts he had broken. My father was less like Superman and more like Clark Kent. As my perception of my father shattered, so too did my childhood innocence. I was angry. I was sad. I was confused. My ignorance as a child had suddenly been contested, yet I never dared ask why and he never explained himself. He never apologized. My father never even acknowledged what had happened. My family's known secret lived within the confines of my mind. Over time, however, I realized that this horrible mistake had brought my little brother to me. And my love for Stijn allowed me to forgive my father even though he had never apologized. My brother Stijn is an innocent treasure created by deceit and distrust. Despite the broken hearts and promises that faced my family 11 years ago, my brother has brought happiness and joy to my life every day since. Watching him grow up smiling and vivacious, I have learned that even horrible mistakes can create life's greatest treasures. Therefore, I view my brother as a gift that has improved my life instead of a mistake that tore my family apart. I see that he possesses the same innocence I once did. The same trust and reverence when looking at his parents. The same belief that they have never made a mistake. He lives in a world with no imperfections. While looking up to his parents, he also looks to me to guide him and do the right thing. However, as I become an adult, I recognize that making mistakes is one of the finest opportunities received in life, allowing for a moment of learning. I recognize that mistakes like these, are the mistakes that mold a life forever. I understand that my father did not make his mistakes with malice in his heart. Even though he is not perfect, he has loved his children unconditionally, allowing me to understand the true meaning of family. Through the pain of my own personal experience, I decided that it was better to forgive my father because of love for my brother than to carry on the hatred contained in my mind. As winter approaches, leaves change colors and drift to the ground because their tree is not receiving enough sunlight. This cycle of renewal allows the tree to return each spring stronger and more beautiful with new leaves. Similarly, I have become a stronger person through the lessons I have learned from this experience. I am not afraid to make mistakes as I move forward in my life because I am wise enough to know they have meaning. Therefore, the pain that rippled through my family had a silver lining.",unknown,essayforum,2.0,3.0,5.0,4.0,5.0
"The author of this article, "" The Challenge of Exploring Venus,"" he starts off by telling us about the planet. He included some fun facts like it is one of the brightest points of light in the night sky. But later on he gets down to his main point studying Vensus is a worthy pursuit despite the dangers it presents. The author then stating numerous of challenges and risks that Venus gives like corrosive sulfuric acid, a thick atmosphere of 97% carbon dioxide that blankets venus, how the average temperature reaches 800 degrees Fahrenheit, and that the atmospheric pressure is 90 times greater than what we experience on our own planet. Earlier in the article the author states to us how, "" Humans have sent numerous spacecraft to land on this cloud-draped world. Each previous mission was unmanned, and for good reason, since no spaceraft survived the landing more than a few hours.""

Further on in the article the author starts to support his idea progressively more. Starting in paragraph 5 he starts to use evidence on how big space administrations like The National Aeronautics and Space Administration or further known as NASA is coming up with more ideas and technology that will create a more safe supporting conditions that will with hold the hostile conditions that Venus holds. A little bit into paragraph 5 the author claims how they invision a blimp like vehicle that hovers 30 or so miles above the rolling Venusian landscape. This invention will not allow us to be able to touch Venus's surface and will only be able to provide limited sight on the ground conditions but will avoid all the unfriendly ground conditions. At the end of paragraph 5 the author states to us that "" Solar power would be plentiful, and radiation would not exceed Earth levels. Not easy, but survivable for humans."" From that last sentence right there it proves to us that it is survivable for humans, but it is not easy. After hearing that sentence that the author used to help support his idea. I thought that the sentence was something that really affected how he supported his idea.

All in all I will say that the author did very well in supporting his idea on is Venus a worthy pursuit despite the dangers it presents. To support my evidence that I supported in evaluation on how well the author did supporting his idea, I looked at the very last sentence in the article in paragraph 8 and when I read that, "" Our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation."" that is when I knew he did a good job supporting his idea with evidence in the article.",Exploring Venus,asap,1.0,2.0,2.0,3.0,2.0
